old                                      new
492ac1bb8536150d37edb7e465405f2374a515b5 2aeec85207a1107e383197ce1375cacb60871cd8
49322535e394ba8b16eceb76aebc1924fba945ec 54051859caa50814732e00c1deaab773cff0f982
4adb5784eb877853247fd875701c7e8d43fe2590 8d441856e542d5786c51cf47ba4b55b2ca2979a3
4ba7d707c328084abeb7d7629f67017fa11dd6f2 b624ab390dfa0fdd068ffbb3d28d48d01969bd43
4fcbd2244c8b5f520d57ad9a975f3ae8adf86151 bd9ebeb937916f81f1d590d67ab7d186b7d5f0ca
511bdacfba4a64ffda5e83aaec9e38577e8918c2 f869df2643687573339dadcd6e49dc3f514a5047
5ed43f71216888d9b691289e45677ef1403f0a4a afe4df3c8b13677f6d984b76f67df1ab7798f19e
60826a7701195f2c04de58539bcfbd77cfedfe6b 4b68f7d422e1eded1862befc36513568f968833e
60d350893b93b1c8aa684d27055bbaf44bbbb692 dbae753a7a5e040b377f6c62efa3cb79535687a0
616b65fad78aed7114f4ae8762c2f66f56af459b ae884154bf4c6934f974015a79f6e3faa1ec5264
61ea962538463415af6aaaad441b5059efa8aac3 d6907798be899d585bc219f715b32d068f85a2dd
62ac853464b1cf6cf7ac97f3d1a42c0c0794c897 003a37684c799edaee4bc461a2181a72febdcccc
63564e3f945c52801d90f5ffd7683bfec224343a e27e49671159ab5363366cbfbde706730f2a6f43
6869bca6357bee93a3676090776577acb5e19505 d5b98edca520d9e4276614beb31a80891c8ccf38
6912e9c6daf9fb031141491a281465e299aa51d8 56f7530deaad8f83adb65e3b9c2fca010008f14f
6e63d7b13b76d9d131f4fcb6409cdaeacddfde72 08859f80bb6136d7822a27c378edcc92eb8b2f59
7408d455fddaff9341bb37d10089f4d5c9695c75 96b5858e8ef3d3b0cd84c73e2b29fb09eccd2e32
74cfd3602cd0edeb5ab57e05325e3880b5a03ceb 45b6786f5dbab455de200263822b2abb2dc1fbd1
79952b6ef3f175859a8e226322e4c5a43845b1ed 9ebdccc97fef2a7dbe294fea3995f63d43e9932e
7ba8f27d1de96af7346726ae05037c64082a1b0f 9d9cc8c2b2691d2c43a51a357683064757cfb052
7d5fa8e3748778aee70e7a6bad93a301c9d364fb 49a0b5f61a4199f160b28b5b82387dc624b1137a
7dca7077a4a82c0d548aee9812a9b908b7218d85 069fd2ca7da4774c035eef7329a251ce396fe4a0
804f6ca1c013fcb861d8f3f4324dd870bb106a22 4a31967bb9e8178b036c52c61ebabcd4b97cfcee
8199f48918a2b06fcb9b6c8149b798ed5f2f23ab 4de6665fbc174ccb8e2d013ec7cbd8502273d279
820fd1a522053eeff0cd860c9c1ac5317744c8c4 19c29e431cbe1064f5dee96d685c74b1eb77a2a5
8681e65df9f0cad8df5db1bb9886c47b038eb0a2 ae2565fa6cc6c6ece5cb4bc41e89aa2326632f01
8bebd55fb8e4d06f42698a70ed01edc985577050 38998264a9b7c53d411bf796b2e9ccabab1151c8
8c5866c99abf41d091e1fdfcceedcf87aab64b64 a45802581fc240c6b39bc871fc0a48a6b226f9a9
8f29caafbbe2400013bf7ea6ea638919ae259536 c745e70d267922c69c87b5c3f85248ed606a46d6
927db279cc0bb5aa94d61c436f923a6977ce8dff 9bfabdf0e2f7a0d27de04a70c7904c33627d6b1b
99331b5bbf23708773bda1f13908f31f6edecb63 45ef5e46c47bffb01a055757e78c8076322172b4
9e99230813f972801f3f583bfd564adc5de838dc 877e4a45cdea0d4879871db96859997ef261438a
9eec51c7d11b53dad0eccd45d0ecdb5052356470 b7297a19f1d189f1a7917d08599b7c44cb972b06
a0bc33d75ff309fec150655501c96ff86db8e6a0 dab8d1fea8c4ad2d56a9f550dd0f522c17db8c88
a5e7ea0fa07028007090bf3973bf51f0afff118a 6e000db3afde681991340a25f526c91099fcb355
a81d10baef42a0b12d1926031110307348d0f553 a4a2a69df012f2eea2a9c4b9c314551ad7a73093
ad59a36f66a2e34c24ef6a7bdac90e45c081fc84 82f6b2113da8304f0f7896c305e460669378703d
aec286d7eff1bfcdf3d093e69784af8c2729fbb9 4ce08c3b9a9e893e9b9b729962382d9e5e0e62cc
b20bcff3b3b0f83efd826bf90f5a91a77734f4c3 c05230c000616bbd7063f82394152dc7e38a9deb
b246dd7cf962f17eff5d1a21b49b2c02bf4e548c 54a6c33ef8c725140a106c0380348098a5d3f6c3
b59164858b250e9360015363e1613a3049997681 708a21b88f4bb499aedaad79ca0f56e465098f90
bc28a91c856c03a5347afececf2b97873240365e 2e240ecd16cd1b1c85f75cd1f7a29dffa6b93229
cc88591bc4eb8f02d554439f5ba15bdb26e984c0 806bf96252d9c5b4793351804f256772d7af73b2
ce16e5d442e3da3470538b1b38c8a00c6c9699eb d5ce119b5499b9a6599bd088965c7057533c5ed1
d2d5eadf6c0bf5cc32a0dd6fabbd68d9cbf697d7 27ac0388e0eaf0510e04d19c66d7ff7987cc14c5
d5f14fd3b50af67ef809761e82cef042de77ed53 b8bbb663fcf00a34198a04e3c31dc73781324da4
db397370f87ccf5dcc1561665f8e90dd8d81230f 2fb96850a6b0d85c55dbd239c7d245b1e6129aff
dc338e37463c9041178b28d13a7cb1ba53ee1eab 99b0ec8a0004bf8d357dec2f1c197a5fc224924f
e4ed7fa5cb7d0e0996807dd59c8ce5074daf8483 aa1830bc2fbf3b2883a3c577d1398e8c34f95330
f72074ab9293c873c562c1c6ff933f5a35d78ec1 1b388151711178af41f93e21f4d3c85675cdbd7c
f82f920b81806d10932743e0d3c9b1b297252472 395942ac71ec287c14271068f64f11a13c873a53
fa910b1c7d07be02ebe54c9d3514b536adf84301 7e293147b2c3cae9972d834a6503f202c1792b1b
faa2a75b2f8f3f902c24f247a20a2553f6f4bf73 a765966bd8e1a23789b1906c5a0dae475cc77e88
fd8d534821b35e531880746088ad9ff520adfcd1 f9df667826559afa2cd44664d2398ac19c084605
